"JID","knowledge","phase","JID_phase","visit_number_passive","visit_number_HK","visit_number_LK","degree","strength","mean_strength","knowledge_phase","obs","visit_number_passive_z","visit_number_HK_z"
"J5309","naive","post_knowledge","J5309 post_knowledge",36,4,24,27,0.879133008035107,0.032560481779078,"naive_post_knowledge","273",-0.426338743247656,-0.266180768214477
"J5316","naive","post_knowledge","J5316 post_knowledge",88,104,534,36,0.624125809245831,0.0173368280346064,"naive_post_knowledge","274",0.202818292765839,0.209224720971136
"J5379","naive","post_knowledge","J5379 post_knowledge",15,33,179,8,0.332456713220732,0.0415570891525915,"naive_post_knowledge","275",-0.680421392406952,-0.128313176350649
"J5428","naive","post_knowledge","J5428 post_knowledge",2,2,4,0,0,NA,"naive_post_knowledge","276",-0.837710651410325,-0.275688877998189
"J5456","naive","post_knowledge","J5456 post_knowledge",26,3,28,4,0.16333912875495,0.0408347821887376,"naive_post_knowledge","277",-0.547330480942559,-0.270934823106333
"J5475","naive","post_knowledge","J5475 post_knowledge",3,36,129,2,0.170454545454545,0.0852272727272727,"naive_post_knowledge","278",-0.825611477640835,-0.114051011675081
"J5476","naive","post_knowledge","J5476 post_knowledge",66,13,6,34,0.909950125388653,0.0267632389820192,"naive_post_knowledge","279",-0.0633635301629475,-0.223394274187772
"J5477","naive","post_knowledge","J5477 post_knowledge",67,62,292,47,0.902937365590962,0.019211433310446,"naive_post_knowledge","280",-0.0512643563934572,0.00955441551317839
"J5489","naive","post_knowledge","J5489 post_knowledge",1,35,220,0,0,NA,"naive_post_knowledge","281",-0.849809825179815,-0.118805066566937
"J5503","naive","post_knowledge","J5503 post_knowledge",156,0,3,75,1.44543046692617,0.0192724062256823,"naive_post_knowledge","282",1.02556210909118,-0.285196987781901
"J5519","naive","post_knowledge","J5519 post_knowledge",154,4,14,25,0.445163965831288,0.0178065586332515,"naive_post_knowledge","283",1.0013637615522,-0.266180768214477
"J5559","naive","post_knowledge","J5559 post_knowledge",28,17,11,20,0.836031864506447,0.0418015932253223,"naive_post_knowledge","284",-0.523132133403578,-0.204378054620347
"J5566","naive","post_knowledge","J5566 post_knowledge",9,17,25,1,0.0277777777777778,0.0277777777777778,"naive_post_knowledge","285",-0.753016435023893,-0.204378054620347
"J5568","knowledgeable","post_knowledge","J5568 post_knowledge",59,38,31,35,0.718881307231034,0.0205394659208867,"knowledgeable_post_knowledge","286",-0.148057746549379,-0.104542901891369
